Rank,url,College,Town
552,/reviews/5366.htm,University of Hawaii at Manoa,Honolulu
400,/reviews/5367.htm,University of Hawaii-West Oahu,Kapolei
1287,/reviews/5930.htm,University of Health Sciences and Pharmacy in St. Louis,St. Louis
1696,/reviews/5629.htm,University of Holy Cross,New Orleans
74,/reviews/6704.htm,University of Houston,Houston
717,/reviews/6705.htm,University of Houston-Clear Lake,Houston ...
679,/reviews/6706.htm,University of Houston-Downtown,Houston
1119,/reviews/6707.htm,University of Houston-Victoria,Victoria
166,/reviews/5375.htm,University of Idaho,Moscow
78,/reviews/5472.htm,University of Illinois at Chicago,Chicago ...
333,/reviews/5473.htm,University of Illinois at Springfield,Springfield ...
27,/reviews/5474.htm,University of Illinois at Urbana-Champaign,Champaign ...
697,/reviews/5523.htm,University of Indianapolis,Indianapolis
62,/reviews/5557.htm,University of Iowa,Iowa City ...
1554,/reviews/6258.htm,University of Jamestown,Jamestown
87,/reviews/5584.htm,University of Kansas,Lawrence ...
88,/reviews/5612.htm,University of Kentucky,Lexington
583,/reviews/5156.htm,University of La Verne,La Verne ...
450,/reviews/5634.htm,University of Louisiana at Lafayette,Lafayette
839,/reviews/5627.htm,University of Louisiana at Monroe,Monroe
182,/reviews/5613.htm,University of Louisville,Louisville ...
873,/reviews/6784.htm,University of Lynchburg,Lynchburg
1337,/reviews/5649.htm,University of Maine at Augusta,Augusta
1648,/reviews/5650.htm,University of Maine at Farmington,Farmington
1562,/reviews/5651.htm,University of Maine at Fort Kent,Fort Kent
982,/reviews/5652.htm,University of Maine at Machias,Machias
1452,/reviews/5654.htm,University of Maine at Presque Isle,Presque Isle ...
895,/reviews/6265.htm,University of Mary,Bismarck
686,/reviews/6708.htm,University of Mary Hardin-Baylor,Belton
479,/reviews/6786.htm,University of Mary Washington,Fredericksburg
33,/reviews/5687.htm,University of Maryland,College Park
1114,/reviews/5684.htm,University of Maryland Eastern Shore,Princess Anne
202,/reviews/7706.htm,"University of Maryland, Baltimore",Baltimore
137,/reviews/5683.htm,"University of Maryland, Baltimore County",Baltimore
56,/reviews/5755.htm,University of Massachusetts Amherst,Amherst
199,/reviews/5756.htm,University of Massachusetts Boston,Boston
339,/reviews/5757.htm,University of Massachusetts Dartmouth,North Dartmouth
220,/reviews/5758.htm,University of Massachusetts Lowell,Lowell
290,/reviews/5754.htm,University of Massachusetts Medical School,Worcester
94,/reviews/5298.htm,University of Miami,Coral Gables ...
7,/reviews/5821.htm,University of Michigan,Ann Arbor ...
231,/reviews/17714.htm,University of Michigan-Dearborn,Dearborn
785,/reviews/5823.htm,University of Michigan-Flint,Flint ...
10,/reviews/5863.htm,University of Minnesota-Twin Cities,Minneapolis ...
173,/reviews/5881.htm,University of Mississippi,University
582,/reviews/5882.htm,University of Mississippi Medical Center,Jackson
85,/reviews/5936.htm,University of Missouri,Columbia
161,/reviews/5937.htm,University of Missouri-Kansas City,Kansas City
265,/reviews/5939.htm,University of Missouri-St. Louis,St. Louis
1374,/reviews/4951.htm,University of Mobile,Mobile
1093,/reviews/4952.htm,University of Montevallo,Montevallo
1635,/reviews/6231.htm,University of Mount Olive,Mount Olive ...
1218,/reviews/6313.htm,University of Mount Union,Alliance
604,/reviews/5972.htm,University of Nebraska at Kearney,Kearney
246,/reviews/5974.htm,University of Nebraska at Omaha,Omaha
351,/reviews/5975.htm,University of Nebraska Medical Center,Omaha
51,/reviews/5973.htm,University of Nebraska-Lincoln,Lincoln
167,/reviews/5980.htm,"University of Nevada, Las Vegas",Las Vegas
150,/reviews/5981.htm,"University of Nevada, Reno",Reno
511,/reviews/5655.htm,University of New England,Biddeford ...
104,/reviews/5999.htm,University of New Hampshire,Durham ...
657,/reviews/5230.htm,University of New Haven,West Haven ...
90,/reviews/6039.htm,University of New Mexico,Albuquerque ...
457,/reviews/5635.htm,University of New Orleans,New Orleans
720,/reviews/4953.htm,University of North Alabama,Florence
654,/reviews/6246.htm,University of North Carolina at Asheville,Asheville
28,/reviews/6247.htm,University of North Carolina at Chapel Hill,Chapel Hill
208,/reviews/6248.htm,University of North Carolina at Charlotte,Charlotte
204,/reviews/6249.htm,University of North Carolina at Greensboro,Greensboro
664,/reviews/6250.htm,University of North Carolina at Pembroke,Pembroke
887,/reviews/6234.htm,University of North Carolina School of the Arts,Winston-Salem
302,/reviews/6251.htm,University of North Carolina Wilmington,Wilmington
194,/reviews/6266.htm,University of North Dakota,Grand Forks
266,/reviews/5299.htm,University of North Florida,Jacksonville
704,/reviews/5345.htm,University of North Georgia,Dahlonega
107,/reviews/6709.htm,University of North Texas,Denton ...
1042,/reviews/16928.htm,University of North Texas Health Science Center,Fort Worth
411,/reviews/5201.htm,University of Northern Colorado,Greeley
238,/reviews/5558.htm,University of Northern Iowa,Cedar Falls
1228,/reviews/5853.htm,University of Northwestern - St. Paul,Saint Paul ...
1352,/reviews/16929.htm,University of Northwestern Ohio,Lima
80,/reviews/5524.htm,University of Notre Dame,Notre Dame
76,/reviews/6402.htm,University of Oregon,Eugene ...
9,/reviews/6506.htm,University of Pennsylvania,Philadelphia
1331,/reviews/5606.htm,University of Pikeville,Pikeville
44,/reviews/6507.htm,University of Pittsburgh,Pittsburgh ...
590,/reviews/6403.htm,University of Portland,Portland
1567,/reviews/5952.htm,University of Providence,Great Falls
551,/reviews/6834.htm,University of Puget Sound,Tacoma
641,/reviews/5157.htm,University of Redlands,Redlands
146,/reviews/6533.htm,University of Rhode Island,Kingston ...
203,/reviews/6801.htm,University of Richmond,Richmond
1449,/reviews/16937.htm,University of Rio Grande,Rio Grande
61,/reviews/6191.htm,University of Rochester,Rochester
1422,/reviews/5514.htm,University of Saint Francis,Fort Wayne ...
1126,/reviews/5218.htm,University of Saint Joseph,West Hartford
1608,/reviews/9104.htm,University of Saint Mary,Leavenworth ...
230,/reviews/5158.htm,University of San Diego,San Diego
175,/reviews/5159.htm,University of San Francisco,San Francisco
1225,/reviews/6377.htm,University of Science and Arts of Oklahoma,Chickasha
489,/reviews/6511.htm,University of Scranton,Scranton
1248,/reviews/5052.htm,University of Silicon Valley,San Jose ...
1096,/reviews/6586.htm,University of Sioux Falls,Sioux Falls
596,/reviews/4954.htm,University of South Alabama,Mobile
108,/reviews/6562.htm,University of South Carolina,Columbia ...
1038,/reviews/16938.htm,University of South Carolina-Aiken,Aiken
1239,/reviews/16939.htm,University of South Carolina-Beaufort,Bluffton
1018,/reviews/16940.htm,University of South Carolina-Upstate,Spartanburg
335,/reviews/6587.htm,University of South Dakota,Vermillion
54,/reviews/5301.htm,University of South Florida,Tampa ...
21,/reviews/5160.htm,University of Southern California,Los Angeles
491,/reviews/5525.htm,University of Southern Indiana,Evansville
650,/reviews/5657.htm,University of Southern Maine,Portland ...
277,/reviews/5883.htm,University of Southern Mississippi,Hattiesburg
1326,/reviews/16941.htm,University of St. Augustine for Health Sciences,San Marcos ...
1036,/reviews/5475.htm,University of St. Francis,Joliet
288,/reviews/5864.htm,University of St. Thomas,Saint Paul ...
1001,/reviews/6711.htm,University of St. Thomas,Houston
354,/reviews/6718.htm,University of Texas Rio Grande Valley,Edinburg ...
289,/reviews/6719.htm,University of Texas Southwestern Medical Center,Dallas
1129,/reviews/5594.htm,University of the Cumberlands,Williamsburg
760,/reviews/5251.htm,University of the District of Columbia,Washington
699,/reviews/6728.htm,University of the Incarnate Word,San Antonio
1402,/reviews/4996.htm,University of the Ozarks,Clarksville
375,/reviews/5162.htm,University of the Pacific,Stockton ...
1386,/reviews/7698.htm,University of the Potomac,Washington ...
1059,/reviews/6513.htm,University of the Sciences in Philadelphia,Philadelphia
1561,/reviews/6030.htm,University of the Southwest,Hobbs
1663,/reviews/16942.htm,University of the West,Rosemead
252,/reviews/6346.htm,University of Toledo,Toledo
1642,/reviews/6515.htm,University of Valley Forge,Phoenixville
102,/reviews/6759.htm,University of Vermont,Burlington
39,/reviews/6802.htm,University of Virginia,Charlottesville ...
8,/reviews/6835.htm,University of Washington,Seattle ...
455,/reviews/5303.htm,University of West Florida,Pensacola ...
469,/reviews/5355.htm,University of West Georgia,Carrollton
1465,/reviews/6407.htm,University of Western States,Portland
311,/reviews/6885.htm,University of Wisconsin-Eau Claire,Eau Claire
377,/reviews/6886.htm,University of Wisconsin-Green Bay,Green Bay
419,/reviews/6887.htm,University of Wisconsin-La Crosse,La Crosse
16,/reviews/6888.htm,University of Wisconsin-Madison,Madison
128,/reviews/6889.htm,University of Wisconsin-Milwaukee,Milwaukee
394,/reviews/6890.htm,University of Wisconsin-Oshkosh,Oshkosh
765,/reviews/6891.htm,University of Wisconsin-Parkside,Kenosha
649,/reviews/6892.htm,University of Wisconsin-Platteville,Platteville
718,/reviews/6893.htm,University of Wisconsin-River Falls,River Falls
324,/reviews/6894.htm,University of Wisconsin-Stevens Point,Stevens Point
519,/reviews/6895.htm,University of Wisconsin-Stout,Menomonie
903,/reviews/6896.htm,University of Wisconsin-Superior,Superior
456,/reviews/6897.htm,University of Wisconsin-Whitewater,Whitewater
159,/reviews/6906.htm,University of Wyoming,Laramie
1024,/reviews/5560.htm,Upper Iowa University,Fayette ...
726,/reviews/6514.htm,Ursinus College,Collegeville
1606,/reviews/6348.htm,Ursuline College,Pepper Pike
112,/reviews/6738.htm,Utah State University,Logan ...
368,/reviews/6739.htm,Utah Valley University,Orem ...
762,/reviews/6192.htm,Utica College,Utica
508,/reviews/5359.htm,Valdosta State University,Valdosta
323,/reviews/16943.htm,Valencia College,Orlando
1346,/reviews/6267.htm,Valley City State University,Valley City
453,/reviews/5526.htm,Valparaiso University,Valparaíso
71,/reviews/6636.htm,Vanderbilt University,Nashville
1644,/reviews/5476.htm,VanderCook College of Music,Chicago
1334,/reviews/5163.htm,Vanguard University of Southern California,Costa Mesa ...
245,/reviews/6193.htm,Vassar College,Poughkeepsie
1455,/reviews/7707.htm,Vaughn College of Aeronautics and Technology,Flushing
1599,/reviews/16944.htm,Vermont College of Fine Arts,Montpelier
711,/reviews/6760.htm,Vermont Law School,South Royalton
1373,/reviews/6761.htm,Vermont Technical College,Randolph
1612,/reviews/12350.htm,Villa Maria College,Buffalo
222,/reviews/6516.htm,Villanova University,Villanova
1041,/reviews/16945.htm,Vincennes University,Vincennes
114,/reviews/6804.htm,Virginia Commonwealth University,Richmond
553,/reviews/6807.htm,Virginia Military Institute,Lexington
52,/reviews/6808.htm,Virginia Polytechnic Institute and State University,Blacksburg
804,/reviews/6809.htm,Virginia State University,Petersburg
1224,/reviews/6810.htm,Virginia Union University,Richmond
1336,/reviews/6811.htm,Virginia Wesleyan University,Virginia Beach
1159,/reviews/6898.htm,Viterbo University,La Crosse
856,/reviews/6570.htm,Voorhees College,Denmark
523,/reviews/5527.htm,Wabash College,Crawfordsville
1724,/reviews/16946.htm,Wade College,Dallas
971,/reviews/6194.htm,Wagner College,Staten Island
163,/reviews/6252.htm,Wake Forest University,Winston-Salem
1154,/reviews/16947.htm,Waldorf University,Forest City
994,/reviews/6836.htm,Walla Walla University,College Place
1348,/reviews/5824.htm,Walsh College,Troy
966,/reviews/6349.htm,Walsh University,North Canton
1347,/reviews/6404.htm,Warner Pacific College,Portland
1528,/reviews/5304.htm,Warner University,Lake Wales
933,/reviews/6253.htm,Warren Wilson College,Swannanoa
795,/reviews/5562.htm,Wartburg College,Waverly
731,/reviews/5585.htm,Washburn University,Topeka
819,/reviews/7708.htm,Washington & Jefferson College,Washington
1549,/reviews/5663.htm,Washington Adventist University,Takoma Park
316,/reviews/6812.htm,Washington and Lee University,Lexington
656,/reviews/5690.htm,Washington College,Chestertown
64,/reviews/6837.htm,Washington State University,Pullman
47,/reviews/5941.htm,Washington University in St. Louis,St. Louis
1671,/reviews/16948.htm,Watkins College of Art,Nashville
1169,/reviews/6729.htm,Wayland Baptist University,Plainview ...
1048,/reviews/5976.htm,Wayne State College,Wayne
134,/reviews/5825.htm,Wayne State University,Detroit
1356,/reviews/6517.htm,Waynesburg University,Waynesburg
1628,/reviews/6195.htm,Webb Institute,Glen Cove
1604,/reviews/5305.htm,Webber International University,Babson Park
317,/reviews/6740.htm,Weber State University,Ogden ...
328,/reviews/5942.htm,Webster University,St. Louis
1700,/reviews/6600.htm,Welch College,Gallatin
243,/reviews/5759.htm,Wellesley College,Wellesley
1158,/reviews/6197.htm,Wells College,Aurora
775,/reviews/5760.htm,Wentworth Institute of Technology,Boston
1391,/reviews/5360.htm,Wesleyan College,Macon ...
188,/reviews/5231.htm,Wesleyan University,Middletown
385,/reviews/6518.htm,West Chester University of Pennsylvania,West Chester
1137,/reviews/16949.htm,West Coast University-Los Angeles,North Hollywood
1405,/reviews/6856.htm,West Liberty University,West Liberty
480,/reviews/6730.htm,West Texas A&M University,Canyon ...
1602,/reviews/6857.htm,West Virginia School of Osteopathic Medicine,Lewisburg
1185,/reviews/6858.htm,West Virginia State University,Institute
119,/reviews/6859.htm,West Virginia University,Morgantown ...
1468,/reviews/16950.htm,West Virginia University at Parkersburg,Parkersburg
1472,/reviews/6861.htm,West Virginia Wesleyan College,Buckhannon
388,/reviews/6254.htm,Western Carolina University,Cullowhee ...
930,/reviews/5203.htm,Western Colorado University,Gunnison
648,/reviews/5232.htm,Western Connecticut State University,Danbury
322,/reviews/5478.htm,Western Illinois University,Macomb ...
263,/reviews/5614.htm,Western Kentucky University,Bowling Green
165,/reviews/5826.htm,Western Michigan University,Kalamazoo
1470,/reviews/16951.htm,Western Nevada College,Carson City
793,/reviews/5761.htm,Western New England University,Springfield ...
967,/reviews/6040.htm,Western New Mexico University,Silver City
533,/reviews/6406.htm,Western Oregon University,Monmouth
833,/reviews/7278.htm,Western University of Health Sciences,Pomona
211,/reviews/6838.htm,Western Washington University,Bellingham
1685,/reviews/5762.htm,Westfield State University,Westfield
826,/reviews/6742.htm,Westminster College,Salt Lake City
1296,/reviews/5943.htm,"Westminster College, Missouri",Fulton
879,/reviews/6519.htm,"Westminster College, Pennsylvania",New Wilmington
769,/reviews/5167.htm,Westmont College,Santa Barbara
361,/reviews/9103.htm,Wheaton College,Wheaton
634,/reviews/5763.htm,"Wheaton College, Massachusetts",Norton
1254,/reviews/6862.htm,Wheeling University,Wheeling
454,/reviews/6839.htm,Whitman College,Walla Walla
768,/reviews/5168.htm,Whittier College,Whittier
988,/reviews/6840.htm,Whitworth University,Spokane
280,/reviews/5586.htm,Wichita State University,Wichita
447,/reviews/6520.htm,Widener University,Chester ...
1475,/reviews/6350.htm,Wilberforce University,Wilberforce
1597,/reviews/6731.htm,Wiley College,Marshall
647,/reviews/6521.htm,Wilkes University,Wilkes-Barre
435,/reviews/6408.htm,Willamette University,Salem
1165,/reviews/5885.htm,William Carey University,Hattiesburg ...
1485,/reviews/9105.htm,William James College,Newton
1395,/reviews/5120.htm,William Jessup University,Rocklin ...
1235,/reviews/5944.htm,William Jewell College,Liberty
67,/reviews/6668.htm,William Marsh Rice University,Houston
541,/reviews/6029.htm,William Paterson University,Wayne
1351,/reviews/6237.htm,William Peace University,Raleigh
1489,/reviews/5563.htm,William Penn University,Oskaloosa
1442,/reviews/5945.htm,William Woods University,Fulton
1686,/reviews/4997.htm,Williams Baptist University,Walnut Ridge
193,/reviews/5765.htm,Williams College,Williamstown
1277,/reviews/16952.htm,Wilmington College,Wilmington
920,/reviews/5239.htm,Wilmington University,New Castle ...
1219,/reviews/6522.htm,Wilson College,Chambersburg
1503,/reviews/6255.htm,Wingate University,Wingate
692,/reviews/5867.htm,Winona State University,Winona
925,/reviews/6256.htm,Winston-Salem State University,Winston-Salem
565,/reviews/6571.htm,Winthrop University,Rock Hill
1130,/reviews/6899.htm,Wisconsin Lutheran College,Milwaukee
1752,/reviews/16953.htm,Wisconsin School of Professional Psychology,Milwaukee
863,/reviews/6351.htm,Wittenberg University,Springfield
742,/reviews/6572.htm,Wofford College,Spartanburg
1750,/reviews/7709.htm,WON Institute of Graduate Studies,Glenside
990,/reviews/5169.htm,Woodbury University,Burbank ...
181,/reviews/5766.htm,Worcester Polytechnic Institute,Worcester
1106,/reviews/5767.htm,Worcester State University,Worcester
247,/reviews/6352.htm,Wright State University,Dayton ...
470,/reviews/6353.htm,Xavier University,Cincinnati
825,/reviews/5636.htm,Xavier University of Louisiana,New Orleans
11,/reviews/5233.htm,Yale University,New Haven
224,/reviews/6198.htm,Yeshiva University,New York City
1467,/reviews/5977.htm,York College,York
823,/reviews/6523.htm,York College of Pennsylvania,York
1286,/reviews/6068.htm,"York College, City University of New York",Jamaica
1552,/reviews/16954.htm,Young Harris College,Young Harris
486,/reviews/6354.htm,Youngstown State University,Youngstown
Legend: Un Unranked,/about/add.htm,Add University,
